UF,Sexo,Idade,Cor,Anos.de.Estudo,Renda,Altura
Goiás,Masculino,53,Parda,15 anos ou mais,3500,1.69
Goiás,Feminino,46,Parda,8 anos,788,1.56
Goiás,Feminino,58,Parda,4 anos,788,1.58
Goiás,Feminino,61,Parda,8 anos,600,1.68
Goiás,Masculino,48,Parda,11 anos,3000,1.78
Goiás,Feminino,44,Parda,8 anos,878,1.73
Goiás,Feminino,49,Preta,15 anos ou mais,1576,1.63
Goiás,Feminino,55,Branca,11 anos,1576,1.76
Goiás,Feminino,64,Preta,9 anos,0,1.6
Goiás,Masculino,37,Parda,5 anos,1500,1.6
Goiás,Feminino,27,Parda,11 anos,1200,1.67
Goiás,Masculino,32,Parda,11 anos,3000,1.85
Goiás,Feminino,44,Parda,8 anos,788,1.69
Goiás,Masculino,63,Branca,8 anos,500,1.72
Goiás,Masculino,46,Branca,Sem instrução e menos de um ano,1200,1.71
Goiás,Masculino,41,Branca,8 anos,8000,1.57
Goiás,Feminino,30,Preta,11 anos,900,1.64
Goiás,Masculino,49,Branca,2 anos,2000,1.74
Goiás,Feminino,31,Parda,15 anos ou mais,1900,1.73
Goiás,Masculino,53,Preta,11 anos,2500,1.74
Goiás,Masculino,38,Amarela,15 anos ou mais,2500,1.64
Goiás,Masculino,34,Branca,11 anos,3000,1.7
Goiás,Feminino,41,Parda,11 anos,1000,1.7
Goiás,Masculino,51,Preta,Sem instrução e menos de um ano,2000,1.73
Goiás,Masculino,31,Branca,11 anos,2300,1.7
Goiás,Masculino,55,Branca,1 ano,1300,1.72
Goiás,Masculino,32,Branca,11 anos,5000,1.64
Goiás,Masculino,41,Parda,11 anos,10000,1.63
Goiás,Masculino,35,Branca,11 anos,2000,1.72
Goiás,Masculino,34,Preta,7 anos,2000,1.74
Goiás,Masculino,53,Parda,6 anos,1600,1.6
Goiás,Masculino,49,Branca,8 anos,1300,1.82
Goiás,Masculino,34,Preta,11 anos,1500,1.8
Goiás,Feminino,50,Parda,13 anos,500,1.76
Goiás,Feminino,37,Parda,8 anos,785,1.64
Goiás,Feminino,59,Branca,11 anos,1000,1.65
Goiás,Masculino,56,Branca,4 anos,1300,1.73
Goiás,Masculino,31,Preta,11 anos,1050,1.71
Goiás,Feminino,21,Parda,8 anos,784,1.71
Goiás,Feminino,41,Branca,11 anos,788,1.74
Goiás,Masculino,35,Branca,Sem instrução e menos de um ano,1600,1.75
Goiás,Masculino,44,Branca,11 anos,900,1.52
Goiás,Masculino,52,Parda,Sem instrução e menos de um ano,3000,1.71
Goiás,Masculino,43,Parda,11 anos,1500,1.73
Goiás,Masculino,29,Parda,8 anos,800,1.66
Goiás,Masculino,42,Parda,11 anos,5000,1.73
Goiás,Masculino,49,Branca,14 anos,6000,1.69
Goiás,Feminino,34,Branca,11 anos,800,1.72
Goiás,Feminino,46,Preta,11 anos,1000,1.74
Goiás,Masculino,47,Parda,11 anos,1500,1.73
Goiás,Masculino,36,Parda,11 anos,3600,1.72
Goiás,Feminino,41,Branca,11 anos,1200,1.72
Goiás,Masculino,33,Parda,9 anos,1800,1.66
Goiás,Masculino,25,Preta,10 anos,788,1.77
Goiás,Feminino,33,Branca,15 anos ou mais,3000,1.62
Goiás,Feminino,58,Parda,11 anos,1100,1.64
Goiás,Feminino,57,Parda,11 anos,788,1.77
Goiás,Feminino,27,Branca,11 anos,1600,1.7
Goiás,Masculino,39,Branca,11 anos,5000,1.59
Goiás,Masculino,21,Parda,11 anos,1500,1.77
Goiás,Feminino,43,Parda,8 anos,1500,1.76
Goiás,Feminino,40,Parda,4 anos,1000,1.7
Goiás,Masculino,43,Parda,7 anos,2000,1.67
Goiás,Feminino,49,Branca,7 anos,200,1.67
Goiás,Masculino,42,Preta,11 anos,1820,1.51
Goiás,Feminino,27,Branca,11 anos,1000,1.65
Goiás,Feminino,25,Preta,11 anos,1000,1.78
Goiás,Masculino,60,Branca,5 anos,1500,1.72
Goiás,Feminino,50,Parda,11 anos,788,1.64
Goiás,Feminino,37,Parda,15 anos ou mais,2200,1.63
Goiás,Feminino,33,Parda,11 anos,1200,1.69
Goiás,Feminino,40,Parda,5 anos,700,1.58
Goiás,Feminino,39,Parda,13 anos,913,1.67
Goiás,Feminino,49,Parda,11 anos,1100,1.58
Goiás,Feminino,32,Parda,11 anos,788,1.81
Goiás,Feminino,29,Parda,15 anos ou mais,1850,1.74
Goiás,Masculino,43,Parda,4 anos,2000,1.62
Goiás,Masculino,53,Branca,2 anos,0,1.59
Goiás,Masculino,60,Branca,5 anos,2500,1.58
Goiás,Masculino,47,Branca,15 anos ou mais,6000,1.69
Goiás,Masculino,35,Branca,8 anos,3500,1.6
Goiás,Feminino,37,Parda,11 anos,800,1.89
Goiás,Masculino,36,Branca,11 anos,1000,1.76
Goiás,Feminino,68,Parda,4 anos,50,1.58
Goiás,Masculino,46,Branca,4 anos,1500,1.84
Goiás,Masculino,40,Parda,11 anos,5000,1.72
Goiás,Masculino,41,Branca,7 anos,3000,1.63
Goiás,Masculino,34,Parda,15 anos ou mais,2000,1.65
Goiás,Masculino,31,Branca,11 anos,1800,1.69
Goiás,Masculino,43,Parda,3 anos,4000,1.63
Goiás,Masculino,50,Branca,5 anos,4000,1.79
Goiás,Masculino,59,Branca,11 anos,5000,1.9
Goiás,Masculino,51,Parda,4 anos,2300,1.57
Goiás,Masculino,36,Parda,4 anos,1576,1.76
Goiás,Masculino,77,Branca,4 anos,3500,1.6
Goiás,Masculino,34,Parda,5 anos,900,1.61
Goiás,Masculino,25,Parda,7 anos,1200,1.69
Goiás,Masculino,48,Branca,11 anos,800,1.58
Goiás,Masculino,81,Parda,4 anos,1200,1.63
Goiás,Feminino,46,Branca,11 anos,1200,1.75
Goiás,Feminino,45,Parda,8 anos,650,1.64
Goiás,Masculino,42,Parda,9 anos,2300,1.62
Goiás,Masculino,58,Preta,9 anos,3000,1.78
Goiás,Masculino,39,Branca,7 anos,2500,1.58
Goiás,Feminino,47,Parda,6 anos,788,1.72
Goiás,Masculino,53,Branca,4 anos,800,1.55
Goiás,Masculino,40,Branca,11 anos,4000,1.85
Goiás,Masculino,47,Parda,8 anos,1500,1.73
Goiás,Masculino,48,Parda,3 anos,1476,1.65
Goiás,Masculino,39,Parda,6 anos,5000,1.71
Goiás,Masculino,63,Branca,3 anos,600,1.73
Goiás,Masculino,42,Parda,4 anos,1000,1.64
Goiás,Masculino,41,Parda,4 anos,1300,1.59
Goiás,Masculino,54,Branca,1 ano,1576,1.65
Goiás,Masculino,32,Parda,6 anos,1230,1.96
Goiás,Masculino,72,Parda,Sem instrução e menos de um ano,788,1.71
Goiás,Masculino,59,Preta,5 anos,1500,1.66
Goiás,Masculino,54,Parda,5 anos,788,1.71
Goiás,Feminino,25,Branca,11 anos,1200,1.74
Goiás,Feminino,41,Parda,11 anos,788,1.66
Goiás,Masculino,40,Parda,15 anos ou mais,2000,1.74
Goiás,Masculino,36,Parda,11 anos,1500,1.66
Goiás,Masculino,49,Parda,11 anos,3200,1.84
Goiás,Masculino,46,Parda,8 anos,1200,1.79
Goiás,Feminino,48,Branca,11 anos,788,1.66
Goiás,Masculino,32,Branca,3 anos,1159,1.64
Goiás,Masculino,52,Parda,5 anos,600,1.75
Goiás,Masculino,43,Branca,15 anos ou mais,1200,1.65
Goiás,Masculino,48,Preta,Sem instrução e menos de um ano,700,1.82
Goiás,Masculino,25,Branca,4 anos,1500,1.62
Goiás,Masculino,29,Parda,5 anos,1200,1.57
Goiás,Masculino,69,Parda,Sem instrução e menos de um ano,1600,1.73
Goiás,Masculino,42,Branca,15 anos ou mais,700,1.82
Goiás,Masculino,41,Parda,10 anos,1000,1.68
Goiás,Masculino,44,Parda,11 anos,1900,1.82
Goiás,Masculino,52,Parda,4 anos,3000,1.64
Goiás,Masculino,53,Parda,2 anos,1800,1.69
Goiás,Masculino,31,Parda,Sem instrução e menos de um ano,800,1.74
Goiás,Masculino,64,Branca,2 anos,900,1.68
Goiás,Masculino,51,Parda,3 anos,2200,1.71
Goiás,Masculino,76,Parda,Sem instrução e menos de um ano,0,1.54
Goiás,Feminino,41,Branca,11 anos,1200,1.73
Goiás,Feminino,54,Parda,11 anos,788,1.73
Goiás,Feminino,64,Parda,Sem instrução e menos de um ano,1500,1.57
Goiás,Masculino,45,Branca,8 anos,7000,1.64
Goiás,Feminino,58,Parda,5 anos,788,1.82
Goiás,Masculino,35,Parda,4 anos,1200,1.77
Goiás,Masculino,22,Parda,9 anos,1576,1.76
Goiás,Masculino,49,Parda,5 anos,788,1.68
Goiás,Masculino,41,Preta,11 anos,0,1.72
Goiás,Masculino,56,Preta,Sem instrução e menos de um ano,500,1.67
Goiás,Masculino,46,Parda,6 anos,788,1.75
Goiás,Masculino,41,Parda,1 ano,1000,1.71
Goiás,Masculino,56,Branca,7 anos,1400,1.81
Goiás,Masculino,31,Branca,4 anos,1450,1.72
Goiás,Masculino,37,Parda,11 anos,788,1.71
Goiás,Masculino,29,Parda,9 anos,800,1.75
Goiás,Masculino,54,Parda,Sem instrução e menos de um ano,1000,1.72
Goiás,Masculino,24,Preta,8 anos,1600,1.77
Goiás,Masculino,33,Parda,8 anos,2800,1.62
Goiás,Feminino,53,Branca,15 anos ou mais,1200,1.75
Goiás,Masculino,37,Branca,11 anos,4500,1.69
Goiás,Masculino,45,Branca,11 anos,3000,1.66
Goiás,Feminino,41,Parda,Sem instrução e menos de um ano,1800,1.76
Goiás,Masculino,52,Parda,12 anos,4500,1.64
Goiás,Masculino,51,Parda,11 anos,1600,1.62
Goiás,Masculino,36,Branca,15 anos ou mais,4500,1.87
Goiás,Masculino,37,Branca,15 anos ou mais,4000,1.76
Goiás,Masculino,47,Branca,8 anos,1800,1.68
Goiás,Feminino,31,Parda,11 anos,788,1.73
Goiás,Masculino,50,Branca,11 anos,7000,1.74
Goiás,Masculino,57,Parda,8 anos,2200,1.71
Goiás,Masculino,48,Branca,11 anos,2200,1.71
Goiás,Masculino,43,Branca,15 anos ou mais,5200,1.63
Goiás,Masculino,59,Branca,Sem instrução e menos de um ano,1500,1.67
Goiás,Masculino,44,Branca,11 anos,2500,1.7
Goiás,Masculino,50,Branca,6 anos,3500,1.7
Goiás,Masculino,37,Parda,8 anos,2200,1.75
Goiás,Masculino,47,Branca,15 anos ou mais,4000,1.77
Goiás,Masculino,28,Branca,11 anos,900,1.73
Goiás,Masculino,24,Parda,Sem instrução e menos de um ano,953,1.8
Goiás,Masculino,51,Parda,8 anos,1300,1.63
Goiás,Masculino,47,Parda,8 anos,800,1.83
Goiás,Feminino,47,Branca,5 anos,500,1.79
Goiás,Masculino,59,Branca,6 anos,1800,1.88
Goiás,Masculino,58,Branca,3 anos,1800,1.83
Goiás,Masculino,24,Branca,11 anos,1600,1.84
Goiás,Masculino,33,Parda,Sem instrução e menos de um ano,2200,1.78
Goiás,Masculino,26,Branca,8 anos,2000,1.58
Goiás,Masculino,25,Parda,8 anos,2200,1.76
Goiás,Masculino,30,Parda,Sem instrução e menos de um ano,1500,1.74
Goiás,Masculino,50,Parda,8 anos,5000,1.74
Goiás,Masculino,53,Branca,8 anos,3000,1.66
Goiás,Masculino,51,Parda,6 anos,2280,1.82
Goiás,Masculino,42,Branca,11 anos,2300,1.68
Goiás,Masculino,54,Branca,7 anos,4000,1.67
Goiás,Masculino,45,Parda,5 anos,1800,1.66
Goiás,Masculino,34,Branca,11 anos,3500,1.64
Goiás,Masculino,60,Parda,4 anos,2500,1.66
Goiás,Feminino,18,Branca,11 anos,958,1.67
Goiás,Masculino,41,Parda,Sem instrução e menos de um ano,2200,1.82
Goiás,Masculino,41,Parda,Sem instrução e menos de um ano,2000,1.64
Goiás,Masculino,29,Parda,11 anos,1500,1.72
Goiás,Feminino,54,Parda,4 anos,788,1.81
Goiás,Masculino,47,Parda,11 anos,1200,1.75
Goiás,Masculino,37,Branca,11 anos,1576,1.61
Goiás,Masculino,46,Parda,11 anos,5800,1.74
Goiás,Masculino,50,Branca,2 anos,788,1.59
Goiás,Masculino,29,Parda,6 anos,1000,1.75
Goiás,Masculino,39,Parda,Sem instrução e menos de um ano,788,1.77
Goiás,Masculino,20,Parda,11 anos,1000,1.61
Goiás,Masculino,75,Branca,Sem instrução e menos de um ano,300,1.77
Goiás,Masculino,47,Branca,11 anos,4000,1.68
Goiás,Masculino,37,Branca,Sem instrução e menos de um ano,800,1.6
Goiás,Masculino,36,Branca,11 anos,2000,1.67
Goiás,Masculino,47,Parda,11 anos,788,1.57
Goiás,Masculino,40,Branca,5 anos,1200,1.8
Goiás,Masculino,35,Branca,8 anos,788,1.83
Goiás,Masculino,62,Branca,11 anos,1000,1.65
Goiás,Masculino,59,Parda,4 anos,1500,1.65
Goiás,Masculino,48,Parda,11 anos,1000,1.74
Goiás,Masculino,50,Parda,Sem instrução e menos de um ano,1200,1.7
Goiás,Feminino,41,Parda,4 anos,788,1.8
Goiás,Feminino,56,Branca,4 anos,788,1.78
Goiás,Masculino,57,Branca,11 anos,900,1.68
Goiás,Masculino,22,Branca,12 anos,600,1.7
Goiás,Masculino,55,Branca,3 anos,2000,1.74
Goiás,Feminino,58,Parda,Sem instrução e menos de um ano,788,1.56
Goiás,Feminino,40,Branca,10 anos,2000,1.72
Goiás,Masculino,39,Parda,1 ano,788,1.62
Goiás,Masculino,58,Branca,11 anos,2500,1.77
Goiás,Masculino,45,Parda,11 anos,1100,1.7
Goiás,Masculino,51,Branca,11 anos,1100,1.76
Goiás,Masculino,31,Parda,8 anos,1065,1.71
Goiás,Masculino,39,Parda,7 anos,788,1.6
Goiás,Masculino,36,Parda,4 anos,1300,1.7
Goiás,Masculino,32,Branca,14 anos,1500,1.75
Goiás,Masculino,28,Branca,11 anos,2000,1.72
Goiás,Masculino,52,Branca,11 anos,1500,1.73
Goiás,Masculino,19,Parda,11 anos,1200,1.72
Goiás,Masculino,46,Parda,Sem instrução e menos de um ano,900,1.82
Goiás,Feminino,51,Branca,7 anos,2000,1.75
Goiás,Masculino,32,Parda,8 anos,1000,1.72
Goiás,Masculino,29,Parda,7 anos,1037,1.72
Goiás,Masculino,29,Branca,15 anos ou mais,4000,1.72
Goiás,Masculino,32,Parda,3 anos,2300,1.79
Goiás,Feminino,49,Branca,Sem instrução e menos de um ano,1300,1.64
Goiás,Feminino,41,Parda,12 anos,788,1.67
Goiás,Masculino,31,Branca,8 anos,500,1.56
Goiás,Masculino,40,Parda,5 anos,1426,1.77
Goiás,Feminino,35,Branca,15 anos ou mais,1400,1.92
Goiás,Feminino,42,Parda,11 anos,1000,1.61
Goiás,Masculino,33,Parda,4 anos,1200,1.54
Goiás,Masculino,33,Branca,11 anos,2000,1.8
Goiás,Feminino,42,Preta,8 anos,1100,1.68
Goiás,Feminino,41,Parda,8 anos,1500,1.77
Goiás,Feminino,39,Parda,11 anos,1100,1.66
Goiás,Masculino,53,Parda,11 anos,1500,1.78
Goiás,Masculino,52,Branca,15 anos ou mais,2000,1.74
Goiás,Feminino,28,Branca,7 anos,1000,1.65
Goiás,Masculino,62,Parda,6 anos,900,1.7
Goiás,Feminino,24,Branca,11 anos,788,1.63
Goiás,Masculino,62,Branca,4 anos,1300,1.73
Goiás,Masculino,61,Branca,3 anos,2000,1.69
Goiás,Feminino,31,Branca,15 anos ou mais,5500,1.78
Goiás,Masculino,58,Branca,8 anos,1200,1.7
Goiás,Masculino,25,Branca,11 anos,2500,1.78
Goiás,Masculino,44,Branca,15 anos ou mais,10000,1.89
Goiás,Masculino,28,Branca,15 anos ou mais,7000,1.58
Goiás,Masculino,52,Branca,8 anos,3200,1.66
Goiás,Masculino,32,Branca,6 anos,900,1.64
Goiás,Masculino,48,Branca,15 anos ou mais,4500,1.77
Goiás,Feminino,47,Parda,8 anos,788,1.71
Goiás,Masculino,60,Parda,10 anos,1800,1.76
Goiás,Masculino,57,Branca,5 anos,2300,1.74
Goiás,Masculino,58,Parda,2 anos,1100,1.7
Goiás,Masculino,42,Preta,7 anos,955,1.63
Goiás,Masculino,57,Preta,3 anos,2000,1.75
Goiás,Feminino,54,Parda,Sem instrução e menos de um ano,788,1.7
Goiás,Masculino,65,Parda,3 anos,100,1.74
Goiás,Masculino,53,Parda,8 anos,2000,1.61
Goiás,Feminino,38,Parda,11 anos,788,1.75
Goiás,Masculino,40,Branca,15 anos ou mais,3000,1.83
Goiás,Masculino,34,Parda,4 anos,3000,1.76
Goiás,Masculino,49,Branca,8 anos,1120,1.58
Goiás,Masculino,32,Parda,7 anos,1500,1.7
Goiás,Feminino,52,Parda,4 anos,788,1.63
Goiás,Masculino,48,Parda,15 anos ou mais,5000,1.77
Goiás,Feminino,39,Branca,11 anos,800,1.61
Goiás,Masculino,44,Branca,12 anos,1300,1.72
Goiás,Masculino,36,Branca,11 anos,1200,1.69
Goiás,Feminino,50,Branca,11 anos,788,1.82
Goiás,Masculino,62,Parda,13 anos,5000,1.55
Goiás,Masculino,27,Parda,9 anos,1500,1.69
Goiás,Masculino,29,Parda,11 anos,788,1.88
Goiás,Masculino,74,Parda,Sem instrução e menos de um ano,0,1.64
Goiás,Masculino,41,Parda,1 ano,1800,1.71
Goiás,Masculino,35,Parda,15 anos ou mais,7000,1.65
Goiás,Feminino,37,Parda,15 anos ou mais,4000,1.72
Goiás,Masculino,53,Branca,11 anos,3500,1.74
Goiás,Masculino,36,Parda,8 anos,1500,1.68
Goiás,Masculino,49,Parda,12 anos,788,1.67
Goiás,Feminino,44,Parda,11 anos,788,1.72
Goiás,Masculino,48,Parda,3 anos,1000,1.7
Goiás,Feminino,32,Parda,11 anos,1800,1.8
Goiás,Masculino,21,Parda,11 anos,861,1.66
Goiás,Masculino,39,Branca,5 anos,1600,1.5
Goiás,Masculino,83,Branca,4 anos,500,1.66
Goiás,Masculino,39,Parda,8 anos,1300,1.68
Goiás,Masculino,42,Preta,4 anos,788,1.79
Goiás,Feminino,38,Parda,15 anos ou mais,2300,1.69
Goiás,Masculino,52,Preta,8 anos,1500,1.82
Goiás,Masculino,45,Parda,11 anos,3200,1.66
Goiás,Feminino,36,Parda,15 anos ou mais,5000,1.54
Goiás,Masculino,49,Preta,Sem instrução e menos de um ano,788,1.68
Goiás,Masculino,49,Branca,15 anos ou mais,5000,1.7
Goiás,Masculino,49,Parda,6 anos,1400,1.84
Goiás,Masculino,49,Branca,11 anos,5000,1.72
Goiás,Masculino,30,Preta,15 anos ou mais,1400,1.55
Goiás,Masculino,38,Branca,14 anos,2800,1.75
Goiás,Masculino,28,Parda,11 anos,4500,1.72
Goiás,Masculino,59,Parda,11 anos,5500,1.81
Goiás,Masculino,35,Parda,11 anos,3700,1.62
Goiás,Masculino,38,Parda,11 anos,2000,1.79
Goiás,Masculino,54,Branca,1 ano,1570,1.82
Goiás,Feminino,29,Branca,11 anos,2000,1.75
Goiás,Feminino,31,Branca,11 anos,400,1.66
Goiás,Masculino,32,Parda,8 anos,1000,1.66
Goiás,Masculino,48,Parda,4 anos,1500,1.64
Goiás,Masculino,65,Parda,4 anos,1500,1.6
Goiás,Masculino,28,Branca,15 anos ou mais,2100,1.62
Goiás,Feminino,42,Parda,5 anos,1200,1.66
Goiás,Masculino,61,Branca,10 anos,5000,1.57
Goiás,Masculino,33,Parda,9 anos,850,1.68
Goiás,Masculino,25,Branca,10 anos,1300,1.86
Goiás,Masculino,21,Parda,5 anos,1105,1.7
Goiás,Masculino,51,Branca,6 anos,2500,1.7
Goiás,Masculino,32,Preta,9 anos,2000,1.69
Goiás,Masculino,45,Parda,11 anos,2400,1.67
Goiás,Masculino,42,Branca,15 anos ou mais,5100,1.55
Goiás,Masculino,58,Branca,15 anos ou mais,2200,1.8
Goiás,Masculino,36,Branca,11 anos,2500,1.62
Goiás,Masculino,41,Branca,15 anos ou mais,2700,1.74
Goiás,Masculino,41,Branca,11 anos,2400,1.68
Goiás,Masculino,63,Parda,3 anos,788,1.67
Goiás,Masculino,65,Branca,6 anos,1000,1.58
Goiás,Feminino,33,Preta,11 anos,880,1.66
Goiás,Masculino,37,Preta,11 anos,1300,1.77
Goiás,Masculino,31,Branca,15 anos ou mais,3000,1.76
Goiás,Masculino,40,Branca,11 anos,1545,1.63
Goiás,Feminino,56,Branca,Sem instrução e menos de um ano,788,1.7
Goiás,Masculino,22,Preta,11 anos,2500,1.77
Goiás,Masculino,39,Branca,11 anos,2500,1.72
Goiás,Feminino,41,Parda,11 anos,400,1.75
Goiás,Feminino,36,Parda,11 anos,1100,1.69
Goiás,Masculino,30,Branca,12 anos,3500,1.75
Goiás,Masculino,34,Branca,8 anos,1750,1.63
Goiás,Masculino,31,Parda,14 anos,2300,1.79
Goiás,Masculino,37,Parda,11 anos,1576,1.79
Goiás,Feminino,38,Branca,5 anos,900,1.76
Goiás,Masculino,33,Parda,4 anos,2000,1.66
Goiás,Masculino,45,Parda,5 anos,2000,1.69
Goiás,Masculino,51,Preta,15 anos ou mais,5000,1.69
Goiás,Masculino,44,Parda,Sem instrução e menos de um ano,1500,1.51
Goiás,Masculino,46,Parda,8 anos,1900,1.69
Goiás,Masculino,56,Branca,11 anos,850,1.61
Goiás,Masculino,31,Parda,8 anos,1400,1.62
Goiás,Masculino,50,Parda,Sem instrução e menos de um ano,2000,1.65
Goiás,Feminino,50,Branca,11 anos,860,1.74
Goiás,Masculino,53,Branca,8 anos,1576,1.52
Goiás,Masculino,39,Parda,4 anos,900,1.68
Goiás,Masculino,45,Parda,11 anos,1150,1.6
Goiás,Feminino,41,Parda,5 anos,400,1.67
Goiás,Feminino,56,Preta,6 anos,200,1.79
Goiás,Masculino,31,Preta,8 anos,2500,1.86
Goiás,Masculino,51,Branca,11 anos,2500,1.73
Goiás,Feminino,66,Preta,5 anos,1100,1.77
Goiás,Masculino,48,Parda,9 anos,1200,1.7
Goiás,Masculino,35,Parda,6 anos,1600,1.65
Goiás,Masculino,46,Parda,11 anos,1600,1.85
Goiás,Masculino,56,Parda,11 anos,5000,1.74
Goiás,Masculino,32,Branca,15 anos ou mais,2000,1.75
Goiás,Masculino,53,Branca,8 anos,2000,1.65
Goiás,Masculino,35,Branca,10 anos,1600,1.58
Goiás,Feminino,40,Branca,11 anos,800,1.77
Goiás,Feminino,27,Parda,11 anos,900,1.66
Goiás,Masculino,47,Parda,5 anos,3000,1.79
Goiás,Masculino,43,Branca,11 anos,1500,1.62
Goiás,Masculino,63,Parda,15 anos ou mais,3000,1.63
Goiás,Masculino,38,Branca,12 anos,4000,1.65
Goiás,Masculino,38,Parda,11 anos,2300,1.83
Goiás,Masculino,36,Preta,6 anos,1000,1.67
Goiás,Masculino,56,Branca,Sem instrução e menos de um ano,800,1.62
Goiás,Masculino,57,Parda,11 anos,2000,1.66
Goiás,Masculino,60,Parda,8 anos,500,1.68
Goiás,Masculino,18,Parda,Sem instrução e menos de um ano,788,1.77
Goiás,Masculino,29,Branca,6 anos,1500,1.67
Goiás,Masculino,24,Parda,15 anos ou mais,1200,1.6
Goiás,Masculino,54,Parda,Sem instrução e menos de um ano,788,1.8
Goiás,Masculino,50,Branca,Sem instrução e menos de um ano,1100,1.76
Goiás,Masculino,46,Parda,4 anos,1500,1.78
Goiás,Feminino,56,Parda,Sem instrução e menos de um ano,400,1.79
Goiás,Masculino,40,Parda,Sem instrução e menos de um ano,950,1.67
Goiás,Masculino,55,Parda,8 anos,3000,1.61
Goiás,Feminino,28,Branca,11 anos,400,1.65
Goiás,Masculino,32,Parda,15 anos ou mais,5000,1.7
Goiás,Masculino,34,Branca,11 anos,3500,1.8
Goiás,Masculino,36,Preta,8 anos,1000,1.66
Goiás,Masculino,49,Branca,13 anos,4000,1.75
Goiás,Masculino,52,Parda,6 anos,3000,1.77
Goiás,Feminino,27,Preta,15 anos ou mais,3000,1.73
Goiás,Masculino,46,Parda,4 anos,1500,1.53
Goiás,Feminino,54,Branca,11 anos,800,1.7
Goiás,Masculino,36,Parda,8 anos,1000,1.68
Goiás,Feminino,50,Parda,10 anos,640,1.82
Goiás,Masculino,77,Branca,3 anos,1600,1.73
Goiás,Masculino,65,Parda,5 anos,1500,1.56
Goiás,Masculino,50,Parda,1 ano,1600,1.7
Goiás,Masculino,30,Branca,11 anos,2000,1.63
Goiás,Masculino,64,Branca,11 anos,1000,1.73
Goiás,Feminino,33,Parda,15 anos ou mais,1349,1.71
Goiás,Feminino,41,Parda,11 anos,1500,1.69
Goiás,Masculino,34,Parda,15 anos ou mais,1500,1.72
Goiás,Masculino,57,Parda,4 anos,2300,1.69
Goiás,Masculino,40,Parda,2 anos,2000,1.71
Goiás,Masculino,52,Parda,4 anos,2800,1.78
Goiás,Masculino,26,Branca,11 anos,1700,1.73
Goiás,Masculino,30,Parda,11 anos,1300,1.58
Goiás,Masculino,56,Branca,5 anos,788,1.66
Goiás,Masculino,58,Parda,11 anos,5000,1.74
Goiás,Masculino,42,Parda,3 anos,1200,1.64
Goiás,Masculino,42,Parda,Sem instrução e menos de um ano,788,1.74
Goiás,Masculino,48,Branca,Sem instrução e menos de um ano,2080,1.72
Goiás,Masculino,36,Parda,5 anos,3000,1.73
Goiás,Masculino,35,Branca,6 anos,1100,1.66
Goiás,Masculino,58,Parda,2 anos,1200,1.77
Goiás,Masculino,31,Parda,8 anos,1800,1.73
Goiás,Masculino,41,Parda,7 anos,3000,1.77
Goiás,Feminino,32,Parda,4 anos,788,1.65
Goiás,Masculino,22,Branca,7 anos,910,1.55
Goiás,Masculino,42,Parda,7 anos,2000,1.68
Goiás,Feminino,27,Parda,10 anos,900,1.85
Goiás,Masculino,35,Branca,11 anos,2800,1.7
Goiás,Feminino,33,Branca,15 anos ou mais,7000,1.75
Goiás,Masculino,56,Branca,5 anos,2400,1.68
Goiás,Masculino,42,Parda,15 anos ou mais,1800,1.52
Goiás,Masculino,33,Parda,10 anos,1500,1.71
Goiás,Masculino,28,Branca,15 anos ou mais,4500,1.72
Goiás,Masculino,59,Branca,11 anos,2500,1.71
Goiás,Masculino,32,Parda,15 anos ou mais,2800,1.69
Goiás,Masculino,41,Parda,8 anos,0,1.47
Goiás,Masculino,28,Branca,11 anos,5000,1.72
Goiás,Masculino,40,Branca,11 anos,2000,1.63
Goiás,Feminino,35,Branca,11 anos,900,1.64
Goiás,Masculino,29,Parda,8 anos,1600,1.62
Goiás,Masculino,25,Branca,15 anos ou mais,4000,1.88
Goiás,Feminino,30,Preta,11 anos,1000,1.65
Goiás,Feminino,39,Preta,8 anos,900,1.58
Goiás,Masculino,58,Parda,4 anos,2000,1.62
Goiás,Feminino,38,Parda,11 anos,788,1.74
Goiás,Masculino,32,Branca,15 anos ou mais,3200,1.57
Goiás,Masculino,28,Parda,9 anos,1400,1.77
Goiás,Feminino,65,Branca,4 anos,1550,1.66
Goiás,Masculino,40,Parda,11 anos,1500,1.78
Goiás,Feminino,27,Parda,10 anos,1000,1.8
Goiás,Masculino,52,Parda,3 anos,1000,1.7
Goiás,Masculino,32,Parda,15 anos ou mais,5000,1.85
Goiás,Feminino,25,Branca,12 anos,1200,1.66
Goiás,Masculino,62,Parda,3 anos,1300,1.52
Goiás,Masculino,52,Parda,4 anos,1500,1.71
Goiás,Feminino,45,Parda,5 anos,788,1.77
Goiás,Feminino,21,Parda,1 ano,850,1.71
Goiás,Masculino,47,Branca,11 anos,3000,1.74
Goiás,Masculino,32,Parda,9 anos,788,1.79
Goiás,Masculino,25,Branca,15 anos ou mais,2500,1.69
Goiás,Masculino,69,Parda,3 anos,1500,1.7
Goiás,Feminino,63,Parda,11 anos,1000,1.67
Goiás,Masculino,48,Preta,8 anos,600,1.74
Goiás,Feminino,29,Preta,Não determinados,1500,1.66
Goiás,Feminino,56,Branca,3 anos,1200,1.57
Goiás,Masculino,54,Branca,14 anos,5500,1.76
Goiás,Masculino,34,Parda,6 anos,2000,1.68
